molecule,time_window,ae_term,k,log_or,se,z,pval,ci_lb,ci_ub,tau2,I2,QE,QEp,or,or_ci_lb,or_ci_ub,stars,pval_fmt,QEp_fmt,status,log_or_ci,or_ci
MDMA,follow_up,jaw tension,2,0.32008273932774584,0.7173812050749702,0.4461822209215747,0.6554656245008321,-1.0859585858051382,1.72612406446063,0,0,0.2591261746693648,0.6107211209408615,1.3772417116752964,0.33757803323636587,5.618833412214948,,0.655,0.611,ok,"0.320 [-1.086, 1.726]","1.38 [0.34, 5.62]"
MDMA,follow_up,lack of appetite,4,0.4553944457606597,0.5353141957920358,0.8507049679242504,0.3949332628280211,-0.5938020984047533,1.5045909899260725,0,0,2.2487858939531464,0.5224031014523828,1.576795220575522,0.5522236794408066,4.50231176277604,,0.395,0.522,ok,"0.455 [-0.594, 1.505]","1.58 [0.55, 4.50]"
MDMA,follow_up,muscle tension,3,0.6811065891143511,0.6763863864072924,1.0069785595953973,0.3139450775700336,-0.6445863678771342,2.006799546105836,0,0,0.8902765729948003,0.640735664814746,1.976063212833499,0.5248796042765209,7.439469526532947,,0.314,0.641,ok,"0.681 [-0.645, 2.007]","1.98 [0.52, 7.44]"
MDMA,follow_up,nausea,2,0.07448423444696806,0.7344897414882526,0.10140949592576352,0.9192253986776544,-1.3650892058841417,1.5140576747780778,0,0,0.5699807682622494,0.4502665586627596,1.0773283587109959,0.25535789554517335,4.5451361118286195,,0.919,0.450,ok,"0.074 [-1.365, 1.514]","1.08 [0.26, 4.55]"
MDMA,follow_up,ophthalmological,2,-1.3696040029194045,0.9681048509685544,-1.4147269291638862,0.1571485755887108,-3.2670546440762873,0.5278466382374782,0,0,0.6494399761265087,0.42031297385798255,0.2542076050932971,0.038118534547457644,1.695277828868678,,0.157,0.420,ok,"-1.370 [-3.267, 0.528]","0.25 [0.04, 1.70]"
MDMA,follow_up,pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,perspiration,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,follow_up,restlessness,2,-0.43450037363478694,0.7852495800506554,-0.5533277376687777,0.5800390108781028,-1.9735612694092735,1.1045605221396995,0,0,0.6099180566873896,0.4348186649134493,0.6475881383716421,0.13896109607077906,3.0178978780222416,,0.580,0.435,ok,"-0.435 [-1.974, 1.105]","0.65 [0.14, 3.02]"
MDMA,follow_up,rumination,2,0.3640418801815308,0.7177821301978581,0.5071760146511057,0.612031322818297,-1.0427852437527108,1.7708690041157724,0,0,6.191404305651104e-4,0.9801486598554686,1.439134484109421,0.3524715942190128,5.875957374499743,,0.612,0.980,ok,"0.364 [-1.043, 1.771]","1.44 [0.35, 5.88]"
MDMA,follow_up,sleep disorder,8,1.343769507643858,0.3780530482634905,3.5544469587434593,3.7877490478331003e-4,0.6027991488018339,2.084739866485882,0,0,5.8481625879067805,0.5575864826727694,3.8334665859299055,1.827226327076134,8.042499086008833,***,<0.001,0.558,ok,"1.344 [0.603, 2.085] ***","3.83 [1.83, 8.04] ***"
MDMA,follow_up,weakness,2,0.07448423444696806,0.7344897414882526,0.10140949592576352,0.9192253986776544,-1.3650892058841417,1.5140576747780778,0,0,0.5699807682622494,0.4502665586627596,1.0773283587109959,0.25535789554517335,4.5451361118286195,,0.919,0.450,ok,"0.074 [-1.365, 1.514]","1.08 [0.26, 4.55]"
MDMA,follow_up,xerostomia,2,-0.6076625644137126,0.7978644236158745,-0.7616113044116213,0.44629202593093426,-2.1714480992466356,0.9561229704192102,0,0,0.4473336534607459,0.5036038870049208,0.5446224022161925,0.11401239604678186,2.6015904522700217,,0.446,0.504,ok,"-0.608 [-2.171, 0.956]","0.54 [0.11, 2.60]"
MDMA,session,abdominal discomfort,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,abdominal pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,abdominal pain upper,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,anxiety,14,1.3182278760884198,0.31371421983707504,4.20200230889448,2.6456443485643793e-5,0.7033593037696718,1.9330964484071678,5.985212151616349e-6,4.1988759907004913e-4,12.132315232552134,0.5168250155094807,3.7367934452200675,2.0205288897868794,6.910876316998621,***,<0.001,0.517,ok,"1.318 [0.703, 1.933] ***","3.74 [2.02, 6.91] ***"
MDMA,session,arthralgia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,attention disturbance,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,autonomic,5,1.3528100309199445,0.7192756186139042,1.88079506090712,0.059999802303581574,-0.056944276521075254,2.7625643383609644,1.5097979232738854,58.44929203245396,9.612032394119064,0.04749544146283181,3.868280259628921,0.9446467069007998,15.84041108461321,,0.060,0.047,ok,"1.353 [-0.057, 2.763]","3.87 [0.94, 15.84]"
MDMA,session,back pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,binge eating,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,bruxism,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,chest discomfort,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,chills,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,covid-19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,decreased appetite,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,decreased concentration,4,0.08355287380751812,0.5635753862657762,0.14825500872409547,0.8821415207364424,-1.0210345858466525,1.188140333461689,0,0,2.2006460524150047,0.5318211302416257,1.0871426951468826,0.36022206666968465,3.2809740128857343,,0.882,0.532,ok,"0.084 [-1.021, 1.188]","1.09 [0.36, 3.28]"
MDMA,session,depressed mood,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,depression,6,0.2440578899585349,0.5111075115761013,0.4775079301924834,0.6330004752207707,-0.7576944249585125,1.2458102048755821,0.18791937882991872,11.959925063903471,5.503788156501037,0.3575306745427511,1.276418220148537,0.4687459109892429,3.4757497282243976,,0.633,0.358,ok,"0.244 [-0.758, 1.246]","1.28 [0.47, 3.48]"
MDMA,session,diarrhea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,dissociation,3,0.10427812116380855,0.6241815310185865,0.16706377228694935,0.8673198708816036,-1.1190951994476914,1.3276514417753087,0,0,1.3664078878130999,0.5049964174418226,1.1099091012040092,0.32657514635847873,3.772173806463666,,0.867,0.505,ok,"0.104 [-1.119, 1.328]","1.11 [0.33, 3.77]"
MDMA,session,dizziness,7,1.6693782550157596,0.3745177543583346,4.457407520975671,8.295680625698435e-6,0.935336944902605,2.4034195651289143,2.0898047504536246e-7,2.038578411178174e-5,5.865144452949316,0.4384651521588455,5.3088660100389875,2.5480718729406315,11.060935373075306,***,<0.001,0.438,ok,"1.669 [0.935, 2.403] ***","5.31 [2.55, 11.06] ***"
MDMA,session,dry mouth,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,emotional disorder,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,fatigue,12,0.8609225194438084,0.3389601192125208,2.539893251878485,0.01108863074347101,0.19657289359186447,1.5252721452957523,0.15969384023910255,11.645843576474814,11.849708465078884,0.3750456041760064,2.365341761278523,1.217224045477206,4.5963942861930205,*,0.011,0.375,ok,"0.861 [0.197, 1.525] *","2.37 [1.22, 4.60] *"
MDMA,session,feeling abnormal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,feeling cold,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,feeling hot,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,feeling jittery,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,flushing,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,genitourinary,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,headache,12,1.343109668012779,0.5327154849644362,2.5212514107834583,0.011693826871299507,0.29900650347569546,2.3872128325498627,1.963721048548376,61.17048150020025,30.283935669096707,0.0014297501609000316,3.8309379470918956,1.34851839350099,10.883118558262291,*,0.012,0.001,ok,"1.343 [0.299, 2.387] *","3.83 [1.35, 10.88] *"
MDMA,session,heart rate increased,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,hyperhidrosis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,hypoaesthesia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,impaired gait,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,infectious,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,insomnia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,irritability,5,-0.4476562080624588,0.5068485600454757,-0.8832149153630701,0.37712016435298146,-1.441061131367578,0.5457487152426606,0,0,2.4492484392454195,0.6537461136493855,0.6391243720724684,0.23667648054866713,1.7259001064663562,,0.377,0.654,ok,"-0.448 [-1.441, 0.546]","0.64 [0.24, 1.73]"
MDMA,session,jaw tension,11,1.079894295570208,0.3605348726984193,2.9952561523043557,0.002742144560214539,0.3732589299105731,1.786529661229843,7.882698001759856e-6,5.442551610617304e-4,11.213635778887932,0.34111792548482384,2.944368301843159,1.4524603765825128,5.968703061832732,**,0.003,0.341,ok,"1.080 [0.373, 1.787] **","2.94 [1.45, 5.97] **"
MDMA,session,lack of appetite,8,1.0893394650175778,0.5371973814870675,2.027819759660914,0.042578646899165504,0.03645194471370172,2.1422269853214537,1.069132266945932,46.72978871533349,13.205597071931834,0.06725470896429185,2.972310109195488,1.0371244635071886,8.518386843706399,*,0.043,0.067,ok,"1.089 [0.036, 2.142] *","2.97 [1.04, 8.52] *"
MDMA,session,muscle spasms,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,muscle tension,8,0.5436100800158888,0.6445006132353255,0.8434593681564138,0.39897158089743656,-0.7195879099393278,1.8068080699711055,1.8144810378575051,56.61030651491874,16.037552932810343,0.02477547748526993,1.7222129798155847,0.4869528830620407,6.090974406382943,,0.399,0.025,ok,"0.544 [-0.720, 1.807]","1.72 [0.49, 6.09]"
MDMA,session,muscle tightness,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,myalgia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,mydriasis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,nausea,10,1.104882468052795,0.4600226708085671,2.40180003761723,0.016314623795326926,0.2032546011960784,2.0065103349095117,0.7284223949706804,36.36446970802226,14.33977241498232,0.11074180991439088,3.0188696343283032,1.22538441287225,7.4373182597513745,*,0.016,0.111,ok,"1.105 [0.203, 2.007] *","3.02 [1.23, 7.44] *"
MDMA,session,neck pain,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,nightmare,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,nystagmus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,ophthalmological,4,0.6191411650842573,0.8481820346582523,0.7299626021125528,0.46541304455279386,-1.043265075179821,2.2815474053483356,1.275928563667552,44.51204897129897,5.326295270384001,0.14940520237117902,1.8573322149121863,0.3523025078406662,9.791820608074627,,0.465,0.149,ok,"0.619 [-1.043, 2.282]","1.86 [0.35, 9.79]"
MDMA,session,pain,7,-0.08996031258907261,0.6334901971572795,-0.14200742646493983,0.8870741396681654,-1.3315782835765184,1.151657658398373,0.7201818000209229,25.873851181881424,7.088909084096417,0.31270319554651216,0.9139674575535092,0.26406017041238106,3.163432456179536,,0.887,0.313,ok,"-0.090 [-1.332, 1.152]","0.91 [0.26, 3.16]"
MDMA,session,pain in jaw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,palpitations,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,panic attack,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,paraesthesia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,perspiration,6,0.4048830326244782,0.6063756593084375,0.6677099029440616,0.5043187874438602,-0.7835914207217892,1.5933574859707456,0.9463311868668333,43.11614046779802,8.755707236989554,0.11921396394797387,1.499127140834076,0.456762635251033,4.920240866791147,,0.504,0.119,ok,"0.405 [-0.784, 1.593]","1.50 [0.46, 4.92]"
MDMA,session,restlessness,9,0.6161830526117803,0.4469372631440628,1.3786790751729374,0.1679937238544603,-0.25979788649948354,1.4921639917230443,0.47953123747571275,27.51288798601008,11.114572115974406,0.19529151936316513,1.851846135542088,0.7712074414883903,4.446707753628167,,0.168,0.195,ok,"0.616 [-0.260, 1.492]","1.85 [0.77, 4.45]"
MDMA,session,rumination,5,0.3567517600623565,0.5308809683147356,0.671999527869408,0.5015839968874625,-0.6837558179122749,1.3972593380369878,4.91831347119799e-7,3.424111831087369e-5,4.087964149467312,0.39423207372860075,1.4286811701057973,0.5047177999340036,4.044101250405208,,0.502,0.394,ok,"0.357 [-0.684, 1.397]","1.43 [0.50, 4.04]"
MDMA,session,sleep disorder,13,1.1062214086544497,0.36476649338511896,3.0326837270289126,0.002423894948349272,0.39129221885264875,1.8211505984562506,0.249444366822192,14.519176402617115,15.109715693342133,0.2354911846075631,3.022914428718245,1.4788906099939343,6.178963867645649,**,0.002,0.235,ok,"1.106 [0.391, 1.821] **","3.02 [1.48, 6.18] **"
MDMA,session,suicidal ideation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,temperature perception disturbances,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,thirst,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,tremor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,upper respiratory tract infection,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,vision blurred,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,visual impairment,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,vomiting,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
MDMA,session,weakness,3,-0.04657653678771247,0.7580424874273824,-0.06144317443971018,0.9510062690611477,-1.5323125108965385,1.4391594373211136,0,0,1.3953420965377024,0.4977431747838044,0.9544915040606311,0.21603550476441838,4.217149548253231,,0.951,0.498,ok,"-0.047 [-1.532, 1.439]","0.95 [0.22, 4.22]"
MDMA,session,xerostomia,4,0.9280889238028222,0.5841675160248154,1.5887376451849762,0.1121196361119059,-0.21685836854404072,2.073036216149685,0,0,2.475567256108889,0.47972281395502414,2.5296701627927645,0.8050439807821146,7.9489211587011726,,0.112,0.480,ok,"0.928 [-0.217, 2.073]","2.53 [0.81, 7.95]"
PSILOCYBIN,session,abdominal pain,4,1.0451906432151856,0.7082214539689005,1.47579635911606,0.13999856845807354,-0.34289789964245077,2.433279186072822,0,0,1.5205539791933769,0.6775346722139676,2.8439406499630815,0.7097106695742712,11.39619110610824,,0.140,0.678,ok,"1.045 [-0.343, 2.433]","2.84 [0.71, 11.40]"
PSILOCYBIN,session,alcohol intoxication,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,anemia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,anger,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,anxiety,7,1.1396673854794446,1.1707325751776203,0.9734651701363459,0.3303221626881109,-1.1549262973965222,3.4342610683554113,7.427434011489256,78.08467079512617,26.320156390828394,1.9404951224602144e-4,3.125728529567281,0.3150807583198573,31.00849094260635,,0.330,<0.001,ok,"1.140 [-1.155, 3.434]","3.13 [0.32, 31.01]"
PSILOCYBIN,session,any adverse event,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,arthralgia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,back pain,3,0.9885938057436089,0.9760631457070972,1.0128379604246138,0.31113756557585964,-0.9244548064791723,2.90164241796639,0.32886748093092316,11.22310920030204,2.0182021504558256,0.3645465322352693,2.6874527334445686,0.39674766437788983,18.20401943845993,,0.311,0.365,ok,"0.989 [-0.924, 2.902]","2.69 [0.40, 18.20]"
PSILOCYBIN,session,biopsy,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,bronchitis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,bronchitis bacterial,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,cataract,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,constipation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,contact dermatitis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,corona virus infection,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,cough,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,cystitis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,depressed mood,2,2.257275759118978,1.0627333500252039,2.124028345459794,0.033667773413525275,0.17435666789997972,4.340194850337976,0,0,0.0630087977152026,0.8018021001305602,9.557018051612523,1.190480096143552,76.72248728451989,*,0.034,0.802,ok,"2.257 [0.174, 4.340] *","9.56 [1.19, 76.72] *"
PSILOCYBIN,session,depression,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,diarrhea,3,-1.8275878582583422,1.8273026836485045,-1.0001560631483715,0.3172349883301176,-5.409035307062799,1.7538595905461138,7.822741264558793,78.52854452671397,10.1033121900725,0.006398727765382062,0.1608009750907682,0.004475956052473948,5.776856002830997,,0.317,0.006,ok,"-1.828 [-5.409, 1.754]","0.16 [0.00, 5.78]"
PSILOCYBIN,session,diverticulitis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,dizziness,4,1.331230436343215,0.7618762234537696,1.7473053960240743,0.08058437758868407,-0.16201952230356365,2.824480394989994,0,0,1.8066482084063997,0.6134892808319437,3.7856985841423225,0.8504246021309341,16.85218623034457,,0.081,0.613,ok,"1.331 [-0.162, 2.824]","3.79 [0.85, 16.85]"
PSILOCYBIN,session,dyspepsia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,dysphoria,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,dyspnea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,edema,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,endodontic procedure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,euphoric mood,2,2.3846361428184193,1.0554948598049054,2.259258887588698,0.02386728567454032,0.31590423173365156,4.453368053903187,0,0,0.016259740964682357,0.8985338391120481,10.85511223572425,1.3714989032641847,85.91582637778653,*,0.024,0.899,ok,"2.385 [0.316, 4.453] *","10.86 [1.37, 85.92] *"
PSILOCYBIN,session,eye infection,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,fatigue,5,0.17289700077721704,1.3944981804060097,0.12398510317659782,0.9013270699909839,-2.5602692093252006,2.9060632108796343,7.918474974058273,82.5460973840181,28.740667287586927,8.825243362747051e-6,1.188743659105244,0.0772839320873176,18.28467378531349,,0.901,<0.001,ok,"0.173 [-2.560, 2.906]","1.19 [0.08, 18.28]"
PSILOCYBIN,session,feeling abnormal,2,-1.9773248954069613,3.642190677460832,-0.5428943925542804,0.5872025169973318,-9.115887448057732,5.1612376572438095,24.168699115104502,91.09421617507857,11.228657911071892,8.054386811410464e-4,0.13843908142707143,1.0990574225982752e-4,174.38014495241347,,0.587,<0.001,ok,"-1.977 [-9.116, 5.161]","0.14 [0.00, 174.38]"
PSILOCYBIN,session,food allergy,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,food poisoning,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,fungal infection,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,gingivitis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,headache,9,2.347569590119715,0.6400340733303934,3.6678822080584306,2.445678005812189e-4,1.093125857513676,3.602013322725754,2.3128172574082453,71.28967309001781,29.320997565390854,2.7848087300571666e-4,10.460116435959582,2.98358577546672,36.671992725503685,***,<0.001,<0.001,ok,"2.348 [1.093, 3.602] ***","10.46 [2.98, 36.67] ***"
PSILOCYBIN,session,hospitalisation,2,0.6971828995938046,1.2701893986939838,0.5488810568806921,0.5830870789561835,-1.792342575390991,3.1867083745786,0,0,0.20153777567450176,0.6534824505639704,2.008087747027919,0.16656951063507058,24.208610473726466,,0.583,0.653,ok,"0.697 [-1.792, 3.187]","2.01 [0.17, 24.21]"
PSILOCYBIN,session,hyperglycemia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,hypertension,4,2.033052122741222,1.244495820738105,1.6336351547853556,0.10233548161312862,-0.4061148648160784,4.472219110298523,4.3016340910329065,69.70036066896412,9.529744169864445,0.023017028651367708,7.637360985349955,0.6662336362255091,87.55079246824782,,0.102,0.023,ok,"2.033 [-0.406, 4.472]","7.64 [0.67, 87.55]"
PSILOCYBIN,session,hyperventilation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,hypoesthesia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,hyponatremia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,illusion,2,0.8276795431012045,0.40929936165958924,2.0221862544451716,0.04315711377230959,0.025467535353175474,1.6298915508492335,0,0,0.425578153860605,0.5141666960316621,2.288003362409869,1.0257946036703463,5.10332123767069,*,0.043,0.514,ok,"0.828 [0.025, 1.630] *","2.29 [1.03, 5.10] *"
PSILOCYBIN,session,influenza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,influenza like illness,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,intentional self‑injury,2,1.6614094278110378,1.1013248611389508,1.5085552741385204,0.1314124712242299,-0.4971476352998818,3.8199664909219573,0,0,5.788131969876221e-4,0.9808059165142661,5.266728689648663,0.6082631760655371,45.60268019147628,,0.131,0.981,ok,"1.661 [-0.497, 3.820]","5.27 [0.61, 45.60]"
PSILOCYBIN,session,irritability,2,1.9790681329221038,1.0802130529150604,1.8321090710590797,0.06693517217984733,-0.13811054642147402,4.096246812265681,0,0,0.06731654878937196,0.7952847159654375,7.235996855155887,0.8710024002251148,60.1142436281384,,0.067,0.795,ok,"1.979 [-0.138, 4.096]","7.24 [0.87, 60.11]"
PSILOCYBIN,session,limb injury,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,lower resp. tract congestion,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,malignant melanoma,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,mallory-weiss syndrom,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
PSILOCYBIN,session,memory impairment,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,insufficient_k,,
